Source_ID,Study_ID,Source_Summary,FirstAuthor_LastName,Source,Source_Type,DOI,Publication_Year,Data_Specific_Location,Sampling_Methods,Method_Hand_Sorting,Method_Extractant,Method_Under_Feature_Search,Method_Electrical_Octet,Method_Pitfall_Traps,Method_Surface_or_Cast_Counting,Method_Other,Data_Incidence,Data_Abundance,Data_Biomass,Data_Taxa,Data_Species_Specific,Data_Climate,Data_Soil,Habitat_Arable,Habitat_Grassland,Habitat_Wooded,Habitat_Wetland_Upland,Habitat_Brownfield,Habitat_Coastal,Habitat_Freshwater_Shoreline,Habitat_Urban,Habitat_Horticulture,Habitat_Other,Habitat_Notes,Natural_Or_Experimental,Spatial_Extent,General_Location,Country,Number_Of_Sites,Plot_Types_Sampled,First_Sampling_Year,Sampling_Years,Notes
A184,68,"Satchell, 1980, Pedobiologia - The earthworm populations of experimental Betula plots on a Calluna podzol",Satchell,Pedobiologia,Journal,NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Discussion paper
A183,69,"Cotton and Curry, 1982, Soil Biology & Biogeochemistry - Earthworm distribution and abundance along a mineral-peat transect",Cotton,Soil Biology & Biogeochemistry,Journal,10.1016/0038-0717(82)90026-8,1982,Yes,Extractant; Hand-sorting,1,1,0,0,0,0,0,1,1,1,1,,1,1,0,1,0,0,0,0,0,0,0,0,,Natural,Single site,Dublin,Republic of Ireland,1,4,1978,1978-1980,
A182,70,"Standen et al., 1982, Pedobiologia - Lumbricid populations in open cast reclamation sites and colliery spoil heaps in County Durham, U.K.",Standen,Pedobiologia,Journal,NA,1982,No,Extractant,0,1,0,0,0,0,0,1,1,1,1,,0,1,0,1,1,0,1,0,0,0,0,0,,Natural,Multiple site-multiple region,County Durham,England,5,18,NA,NA,"Sampled between 1979 and 1982, but exact year not given"
A181,71,"Edwards and Lofty, 1982b, Soil Biology & Biogeochemistry - Nitrogenous fertilizers and earthworm populations in agricultural soils",Edwards,Soil Biology & Biogeochemistry,Journal,10.1016/0038-0717(82)90112-2,1982,No,Extractant,0,1,0,0,0,0,0,1,1,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,,Experimental,Multiple site-single region,Rothamsted; Hertfordshire,England,4,19,1959,1959; 1974; 1979; 1980,
A180,72,"Edwards and Lofty, 1982a, Journal of Applied Ecology - The Effect of Direct Drilling and Minimal Cultivation on Earthworm Populations",Edwards,Journal of Applied Ecology,Journal,10.2307/2403277,1982,No,Extractant,0,1,0,0,0,0,0,1,1,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,,Both,Multiple site-multiple region,Woburn; Cambridgeshire; Rothamsted; Norfolk; Sussex,England,5,25,1971,1971-1979,
A179,73,"Piearce, 1982, Pedobiologia - Recovery of earthworm populations following salt-water flooding",Piearce,Pedobiologia,Journal,NA,1982,Yes,Hand-sorting; Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Lancaster,England,2,10,1978,1978; 1981,
A178,74,"Curry and Cotton, 1983, Earthworm Ecology - Chapter 18 Earthworms and land reclamation",Curry,Book,Book,NA,1983,No,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,,0,0,0,1,0,1,0,0,0,0,0,0,,Natural,Multiple site-multiple region,Ireland-wide,Republic of Ireland,24,24,1978,1978,
A177,75,"Baker, 1983, Holarctic Ecology - Distribution, abundance and species associations of earthworms (Lumbricidae) in a reclaimed peat soil in Ireland",Baker,Holarctic Ecology,Journal,NA,1983,No,Hand-sorting; Extractant,1,1,0,0,0,0,0,1,1,1,1,,1,1,0,1,0,0,0,0,0,0,0,0,,Natural,Single site,County Offaly,Republic of Ireland,1,1,1978,1978-1980,
A176,76,"Cuendet, 1984, Pedobiologia - A comparative study of the earthworm population of four different woodland types in Wytham woods, Oxford",Cuendet,Pedobiologia,Journal,NA,1984,No,Hand-sorting; Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,1,0,0,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Wytham Woods,England,1,4,1981,1981,
A175,77,"Lee, 1985 - Earthworms: their ecology and relationships with soils and land use",Lee,Book,Book,NA,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,
A174,78,"Rushton, 1986, Pedobiologia - Development of earthworm populations on pasture land reclaimed from open-cast coal mining",Rushton,Pedobiologia,Journal,NA,1986,No,Extractant,0,1,0,0,0,0,0,1,1,1,0,,0,1,0,1,0,0,1,0,0,0,0,0,,Natural,Multiple site-single region,Northumberland,England,4,6,1982,1982-1983,
A173,79,"Morgan and Morgan, 1988, Environmental Pollution - Calcium-lead interactions involving earthworms. Part 2: The effect of accumulated lead on endogenous calcium in Lumbricus rubellus",Morgan,Environmental Pollution,Journal,10.1016/0269-7491(88)90158-3,1988,Yes,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Lumbricus rubellus,0,0,0,1,0,0,1,0,0,0,0,0,,Natural,Multiple site-multiple region,Mid Wales; South Wales,Wales,3,3,NA,NA,
A172,80,"Hofer, 1988, Mammal Reviews - Variation in resource presence, utilization and reproductive success within a population of European Badgers (Meles meles)",Hofer,Mammal Reviews,Journal,10.1111/j.1365-2907.1988.tb00068.x,1988,No,Extractant,0,1,0,0,0,0,0,0,0,0,0,Lumbricus terrestris,0,1,1,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Wytham Woods,England,38,38,1982,1982-1983,
A171,81,"Blackshaw, 1989, Biological Agriculture and Horticulture - The effects of a calcareous seaweed product on earthworms in grassland soil",Blackshaw,Biological Agriculture and Horticulture,Journal,10.1080/01448765.1989.9754499,1989,No,Extractant,0,1,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Belfast,Northern Ireland,1,5,1984,1984-1987,
A170,82,"Morgan and Morgan, 1990, Oecologia - The distribution of cadmium, copper, lead, zinc and calcium in the tissues of the earthworm Lumbricus rubellus sampled from one uncontaminated and four polluted soils ",Morgan,Oecologia,Journal,10.1007/BF00328174,1990,Yes,Hand-sorting,1,0,0,0,0,0,0,0,0,0,0,Lumbricus rubellus,0,1,0,1,0,0,1,0,0,0,0,0,,Natural,Multiple site-multiple region,Wales; Staffordshire,Wales; England,5,5,NA,NA,
A169,83,"Corp and Morgan, 1991, Environmental Pollution - Accumulation of heavy metals from polluted soils by the earthworm, Lumbricus rubellus: Can laboratory exposure of 'control' worms reduce biomonitoring problems?",Corp,Environmental Pollution,Journal,10.1016/0269-7491(91)90025-R,1991,Yes,Hand-sorting,1,0,0,0,0,0,0,0,0,0,0,Lumbricus rubellus,0,0,0,1,0,0,1,0,0,0,0,0,,Natural,Multiple site-multiple region,Wales; Shropshire,Wales; England,11,11,1988,1988,
A168,84,"Scullion and Mohammed, 1991, Journal of Agricultural Science - Effects of subsoiling and associated incorporation of fertilizer on soil rehabilitation after opencast mining for coal",Scullion,Journal of Agricultural Science,Journal,10.1017/S0021859600077674,1991,Yes,Hand-sorting; Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,1,0,1,0,0,1,0,0,0,0,0,,Experimental,Single site,South Wales,Wales,1,3,1987,1987,
A167,85,"Clements et al., 1991, Agriculture, Ecosystems and Environment - The impact of 20 years' absence of earthworms and three levels of N fertilizer on a grassland soil environment",Clements,"Agriculture, Ecosystems and Environment",Journal,10.1016/0167-8809(91)90037-X,1991,Yes,Extractant,0,1,0,0,0,0,0,1,1,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Berkshire,England,1,5,1972,1972-1979; 1989,
A166,86,"Robinson et al., 1992b, Journal of Applied Ecology - Nitrogen Mobilization by Earthworms in Limed Peat Soils Under Picea sitchensis",Robinson,Journal of Applied Ecology,Journal,10.2307/2404365,1992,No,Hand-sorting; Extractant,1,1,0,0,0,0,0,0,0,0,0,Aporrectodea caliginosa; Lumbricus rubellus; Lumbricus terrestris,0,0,0,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Cumbria,England,1,0,1987,1987-1988,
A165,87,"Cotton, 1992, Irish Naturalists Journal - Dendrobaena attemsi (Michaelsen, 1902) and Microscolex phosporeus (Duges, 1837), two earthworms new to Ireland",Cotton,Irish Naturalists Journal,Journal,NA,1992,Yes,Under features,0,0,1,0,0,0,0,0,0,0,0,Dendrobaena attemsi; Microscolex phosphoreus,0,0,0,0,1,0,0,0,0,0,1,0,"""under pieces of discarded wood lying on top of farmyard manure""; woodland",Natural,Multiple site-multiple region,County Donegal; Dublin,Republic of Ireland,2,2,1979,1979,
A164,88,"Tucker, 1992, Journal of Applied Ecology -  Effects of agricultural practices on field use by invertebrate-feeding birds in winter",Tucker,Journal of Applied Ecology,Journal,10.2307/2404488,1992,No,Freezing + Washing + Flotation,0,0,0,0,0,0,1,1,1,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Buckinghamshire,England,62,62,1987,1987-1988,
A163,89,"Knight et al., 1992, Soil Biology & Biogeochemistry - The role of earthworms in managed, permanent pastures in Devon, England",Knight,Soil Biology & Biogeochemistry,Journal,10.1016/0038-0717(92)90142-K,1992,No,Hand-sorting,1,0,0,0,0,0,0,1,1,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Devon,England,1,6,NA,NA,
A162,90,"Curry and Byrne, 1992, Soil Biology & Biogeochemistry - The role of earthworms in straw decomposition and nitrogen turnover in arable land in Ireland",Curry,Soil Biology & Biogeochemistry,Journal,10.1016/0038-0717(92)90125-H,1992,No,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,1,0,1,0,0,0,0,0,0,0,0,0,,Natural,Single site,County Kildare,Republic of Ireland,1,1,1987,1987-1989,
A161,91,"Robinson et al., 1992a, Forest Ecology and Management - Earthworm communities of limed coniferous soils: Field observations and implications for forest management",Robinson,Forest Ecology and Management,Journal,10.1016/0378-1127(92)90096-R,1992,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,0,1,0,0,1,0,0,0,0,0,0,0,,Experimental,Multiple site-multiple region,Cumbria; County Fermanagh,England; Northern Ireland,2,8,1989,1989,
A160,92,"Morgan and Morgan, 1993, Environmental Pollution - Seasonal changes in the tissue-metal (Cd, Zn and Pb) concentrations in two ecophysiologically dissimilar earthworm species: pollution-monitoring implications",Morgan,Environmental Pollution,Journal,10.1016/0269-7491(93)90155-H,1993,Yes,Hand-sorting,1,0,0,0,0,0,0,0,0,0,0,Lumbricus rubellus; Aporrectodea caliginosa,0,0,0,0,0,0,1,0,0,0,0,0,,Natural,Single site,South Wales,Wales,1,1,1984,1984-1985,
A159,93,"Butt et al., 1993, Waste Planning - Investigations of an earthworm inoculation experiment, London Borough of Hilingdon",Butt,Waste Planning,Journal,NA,1993,Yes,Extractant,0,1,0,0,0,0,0,1,1,0,1,,0,0,0,1,0,0,1,0,0,0,0,0,,Experimental,Single site,London,England,1,3,1984,1984,
A158,94,"Boag et al., 1994, Pedobiologia - The use of Taylor Power-Law to describe the aggregated distribution of earthworms in permanent pasture and arable soil in Scotland",Boag,Pedobiologia,Journal,NA,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Scotland,NA,NA,NA,NA,
A157,95,"Spurgeon and Hopkin, 1995, Ecotoxicology - Extrapolation of the laboratory-based OECD earthworm toxicity test to metal-contaminated field sites ",Spurgeon,Ecotoxicology,Journal,10.1007/BF00116481,1995,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,0,1,,0,1,0,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Avonmouth,England,8,8,1993,1993,
A156,96,"Curry et al., 1995, Biology and Fertility of Soils - The earthworm population of a winter cereal field and its effects on soil and nitrogen turnover",Curry,Biology and Fertility of Soils,Journal,10.1007/BF00336154,1995,No,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,1,0,1,0,0,0,0,0,0,0,0,0,,Natural,Single site,County Kildare,Republic of Ireland,1,1,1987,1987-1990,
A155,97,"Little and Bolger, 1995, Biology and Environment-Proceedings of the Royal Irish Academy - The effects of contrasting land uses on soil properties and animal communities in brown earth soils",Little,Biology and Environment,Journal,NA,1995,No,Extractant,0,1,0,0,0,0,0,1,1,1,1,,1,1,0,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,County Kildare,Republic of Ireland,3,3,1994,1994,
A238,98,"Blackshaw 1995, Acta Zoologica Fennica - Changes in populations of the predatory flatworm Artioposthia triangulata and its earthworm prey in grassland",Blackshaw,Acta Zoologica Fennica,Journal,NA,1995,No,Extractant,0,1,0,0,0,0,0,1,1,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,Experimental,Multiple site-single region,Belfast,Northern Ireland,2,2,1984,1984-1992,
A154,99,"Spurgeon and Hopkins, 1996, Applied Soil Ecology - The effects of metal contamination on earthworm populations around a smelting works: quantifying species effects",Spurgeon,Applied Soil Ecology,Journal,10.1016/0929-1393(96)00109-6,1996,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,0,1,,0,1,0,1,0,0,0,0,0,1,0,0,"""Control site (unmanaged grassland 20km from road) on U of Reading campus; also roadside grassy verges",Natural,Multiple site-multiple region,Avonmouth; Reading,England,22,22,1993,1993,
A153,100,"Tarrant et al., 1997, Soil Biology & Biogeochemistry - Effects on earthworm populations of reducing pesticide use in arable crop rotations",Tarrant,Soil Biology & Biogeochemistry,Journal,10.1016/S0038-0717(96)00191-5,1997,No,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-single region,North Yorkshire,England,3,8,1993,1993-1994,
A152,101,"Yeates et al., 1997, Journal of Applied Ecology - Faunal and microbial diversity in three Welsh grassland soils under conventional and organic management regimes",Yeates,Journal of Applied Ecology,Journal,10.2307/2404890,1997,Yes,Extractant,0,1,0,0,0,0,0,1,1,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Aberystwyth; Dyfed,Wales,3,6,1994,1994,
A151,102,"Schmidt et al., 1997, Soil Biology & Biogeochemistry - Natural abundance of 15N and 13C in earthworms from a wheat and a wheat-clover field",Schmidt,Soil Biology & Biogeochemistry,Journal,10.1016/S0038-0717(97)00108-9,1997,No,Hand-sorting,1,0,0,0,0,0,0,1,1,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,,Experimental,Single site,County Kildare,Republic of Ireland,1,2,1994,1994-1996?,
A150,103,"Boag et al., 1997, Annals of Applied Biology - Distribution, prevalence and intensity of earthworm populations in arable land and grassland in Scotland",Boag,Annals of Applied Biology,Journal,10.1111/j.1744-7348.1997.tb05791.x,1997,No,Hand-sorting; Extractant,1,1,0,0,0,0,0,1,1,0,1,,0,1,1,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-multiple region,Scotland-wide,Scotland,100,156,1991,1991-1992,
A149,104,"Neilson et al., 1998, Soil Biology & Biogeochemistry - Stable isotope natural abundances of soil, plants and soil invertebrates in an upland pasture",Neilson,Soil Biology & Biogeochemistry,Journal,10.1016/S0038-0717(98)00038-8,1998,Yes,Extractant,0,1,0,0,0,0,0,1,0,0,1,,1,0,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Central Scotland,Scotland,1,2,1994,1994,
A148,105,"Morgan and Morgan, 1998, Environmental Pollution - The distribution and intracellular compartmentation of metals in the endogeic earthworm Aporrectodea caliginosa sampled from an unpolluted and a metal-contaminated site",Morgan,Environmental Pollution,Journal,10.1016/S0269-7491(97)00193-0,1998,Yes,Hand-sorting,1,0,0,0,0,0,0,0,0,0,0,Aporrectodea caliginosa,0,1,0,1,0,0,1,0,0,0,0,0,,Natural,Multiple site-single region,South Wales,Wales,2,2,NA,NA,
A147,106,"Brown, 1999, Aspects of Applied Biology - Grass margins and earthworm activity in organic and integrated systems",Brown,Aspects of Applied Biology,Journal,,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,
A146,107,"Morgan and Morgan, 1999, Applied Soil Ecology - The accumulation of metals (Cd, Cu, Pb, Zn and Ca) by two ecologically contrasting earthworm species (Lumbricus rubellus and Aporrectodea caliginosa): implications for ecotoxicological testing",Morgan,Applied Soil Ecology,Journal,10.1016/S0929-1393(99)00012-8,1999,Yes,Extractant,0,1,0,0,0,0,0,0,0,0,0,Lumbricus rubellus; Aporrectodea caliginosa,0,0,0,1,0,0,1,0,0,0,0,0,,Natural,Multiple site-single region,South Wales,Wales,3,3,NA,NA,
A145,108,"Schmidt and Ostle, 1999, Applied Soil Ecology - Tracing nitrogen derived from slurry in earthworms using 15N/14N stable isotope ratios at natural abundances",Schmidt,Applied Soil Ecology,Journal,10.1016/S0929-1393(98)00160-7,1999,No,Octet device,0,0,0,1,0,0,0,1,0,0,1,,0,1,1,0,0,0,0,0,0,0,0,0,,Experimental,Single site,Devon,England,1,3,1995,1995; 1997,
A144,109,"Binns et al., 1999, Journal of Turfgrass Science - A survey of earthworm populations on golf course fairways in Great Britain",Binns,Journal of Turfgrass Science,Journal,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,
A143,110,"Butt, 1999, Bioresource Technology - Effects of thermally dried sewage granules on earthworms and vegetation during pot and field trials",Butt,Bioresource Technology,Journal,NA,1999,Yes,Hand-sorting + Extractant,1,1,0,0,0,0,0,1,1,1,1,,0,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Multiple site-single region,Milton Keynes,England,2,8,1993,1993-1994,
A142,111,"Boag, 1999, Pedobiologia - Spatial distribution and relationship between the New Zealand flatworm Arthurdendyus triangulatus and earthworms in a grass field in Scotland",Boag,Pedobiologia,Journal,NA,1999,Yes,Under features,0,0,1,0,0,0,0,1,1,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,Natural,Single site,Argyll,Scotland,1,2,1998,1998,
A141,112,"Briones et al., 1999, Rapid Communications in Mass Spectrometry - A dynamic study of earthworm feeding ecology using stable isotopes",Briones,Rapid Communications in Mass Spectrometry,Journal,10.1002/(SICI)1097-0231(19990715)13:13<1300::AID-RCM628>3.3.CO;2-A,1999,Yes,Hand-sorting,1,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,,Natural,Single site,Devon,England,1,1,1997,1997-1998,
A140,113,"Spurgeon and Hopkin, 1999, Journal of Applied Ecology - Seasonal variation in the abundance, biomass and biodiversity of earthworms in soils contaminated with metal emissions from a primary smelting works",Spurgeon,Journal of Applied Ecology,Journal,10.1046/j.1365-2664.1999.00389.x,1999,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,0,1,0,1,0,0,0,0,0,1,0,0,"""Control site (unmanaged grassland 20km from road) on U of Reading campus; also roadside grassy verges",Natural,Multiple site-multiple region,Avonmouth; Reading,England,14,14,1996,1996-1997,
A139,114,"Bailey et al., 1999, Agriculture, Ecosystems and Environment - Towards a method for the economic evaluation of environmental indicators for UK integrated arable farming systems",Bailey,"Agriculture, Ecosystems and Environment",Journal_Review,NA,1999,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,,Experimental,Single site,Edinburgh area,Scotland,1,2,1992,1992-1997,
A138,115,"Wilman et al., 1999, Journal of Agricultural Science - Persistence of sown species and ingress of unsown species in agriculturally improved hill swards",Wilman,Journal of Agricultural Science,Journal,10.1017/S0021859698006200,1999,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,,Natural,Single site,"Caer-arglwyddes (Tyngraig, Talybont)",Wales,1,1,1997,1997,
A137,116,"Whiteside, 2000, PhD Thesis - The effects of broad-leaved trees on the associated biodiversity of improved grassland within silvopastoral systems",Whiteside,PhD Thesis,Thesis,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,
A136,117,"McInerney et al., 2000, Forest Ecosystem Research Group Report - A survey of earthworms and other macrofauna in Brackloon Wood",McInerney,Report,Report,NA,2000,No,Hand-sorting; Hand-sorting + Electrical octet,1,0,0,1,0,0,0,1,1,1,1,,0,1,0,0,1,0,0,0,0,0,0,0,,Natural,Multiple site-single region,County Mayo,Republic of Ireland,1,4,1998,1998,
A135,118,"Blakemore, 2000, Biological Agriculture and Horticulture - Ecology of earthworms under the 'Haughley Experiment' of organic and conventional management regimes",Blakemore,Biological Agriculture and Horticulture,Journal,10.1080/01448765.2000.9754876,2000,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,0,1,1,0,0,0,0,0,0,0,0,0,,Experimental,Single site,Suffolk,England,1,3,1980,1980-1981,
A134,119,"Neilson et al., 2000, Soil Biology & Biogeochemistry - Earthworm d13C and d15N analyses suggest that putative functional classifications of earthworms are site-specific and may also indicate habitat diversity",Neilson,Soil Biology & Biogeochemistry,Journal,10.1016/S0038-0717(00)00013-4,2000,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,0,1,,0,0,1,1,1,0,0,0,0,0,0,0,,Natural,Multiple site-multiple region,Dundee; Dunning; Aviemore,Scotland,6,6,1995,1995,
A133,120,"Butt, 2000, Field Studies - Earthworms of the Malham Tarn Estate",Butt,Field Studies,Journal,NA,2000,No,Hand-sorting + Extractant; Extractant; Electrical octet,1,1,0,1,0,0,0,1,1,1,1,,0,0,0,1,1,1,0,0,1,0,1,0,"Tarnside (Freshwater shoreline); shoreside woods; ""Kitchen garden"" - not specified as vegetable/flower bed or lawn, so both included",Natural,Multiple site-single region,Malham Tarn,England,1,13,1998,1998,
A132,121,"Edwards et al., 2001, Journal of Applied Ecology - Factors influencing molehill distribution in grassland: implications for controlling the damage caused by molehills",Edwards,Journal of Applied Ecology,Journal,10.1046/j.1365-2664.1999.00411.x,2001,Yes,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,0,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Berkshire,England,1,96,1996,1996,
A131,122,"Schmidt, 2001d, Pedobiologia - Time-limited soil sorting for long-term monitoring of earthworm populations",Schmidt,Pedobiologia,Journal,10.1078/0031-4056-00069,2001,No,Hand-sorting,1,0,0,0,0,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,,Natural,Single site,County Kildare,Republic of Ireland,1,2,1994,1994,
A130,123,"Muldowney, 2001, MSc Thesis - A survey of grassland earthworm populations in a selected area of County Kilkenny",Muldowney,MSc Thesis,Thesis,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Republic of Ireland,NA,NA,NA,NA,
A129,124,"Schmidt, 2001c, Annals of Applied Biology - Appraisal of the electrical octet method for estimating earthworm populations in arable land",Schmidt,Annals of Applied Biology,Journal,10.1111/j.1744-7348.2001.tb00107.x,2001,Yes,Hand-sorting; Extractant; Electrical octet,1,1,0,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,,Natural,Multiple site-multiple region,County Kildare; County Carlow,Republic of Ireland,2,4,1994,1994-1997,
A128,125,"Schmidt et al., 2001b, Annals of Applied Biology - Earthworm communities in conventional wheat monocropping and low-input wheat-clover intercropping systems",Schmidt,Annals of Applied Biology,Journal,10.1111/j.1744-7348.2001.tb00123.x,2001,Yes,Extractant; Electrical octet,0,1,0,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,,Experimental,Multiple site-multiple region,County Kildare; Carlow; Bristol; Devon,Republic of Ireland; England,4,8,1993,1993-1997,
A127,126,"Santoro et al., 2001, Pedobiologia - Comparison of the earthworm population of a garden infested with the Australian land flatworm (Australoplana sanguinea alba) with that of a non-infested garden",Santoro,Pedobiologia,Journal,10.1078/0031-4056-00089,2001,Yes,Extractant,0,1,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,0,1,1,0,"""a lawn with paving stones, an island flower bed and bordered by a vegetable garden""; ""a lawn surrounded by an unkempt border about 1 m wide on three sides""",Natural,Multiple site-single region,Lancashire,England,2,2,1998,1998-1999,
A126,127,"Hutcheon et al., 2001, Annals of Applied Biology - Earthworm populations in conventional and integrated farming systems in the LIFE Project (SW England) in 1990-2000",Hutcheon,Annals of Applied Biology,Journal,10.1111/j.1744-7348.2001.tb00150.x,2001,No,Extractant,0,1,0,0,0,0,0,1,1,1,1,,0,1,1,0,0,0,0,0,0,0,0,0,,Experimental,Single site,Somerset,England,1,24,1990,1990-2000,
A125,128,"Jones et al., 2001, Annals of Applied Biology - The diversity of earthworms in 200 Scottish fields and the possible effect of New Zealand land flatworms (Arthurdendyus triangulatus) on earthworm populations",Jones,Annals of Applied Biology,Journal,10.1111/j.1744-7348.2001.tb00132.x,2001,Yes,Extractant,0,1,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-single region,Argyll,Scotland,101,202,1998,1998-1999,
A124,129,"Schmidt and Curry, 2001a, Pedobiologia - Population dynamics of earthworms (Lumbricidae) and their role in nitrogen turnover in wheat and wheat-clover cropping systems",Schmidt,Pedobiologia,Journal,10.1078/0031-4056-00078,2001,No,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,1,1,0,1,0,0,0,0,0,0,0,0,,Experimental,Single site,County Kildare,Republic of Ireland,1,2,1994,1994-1997,
A123,130,"Ausden et al., 2001, Journal of Applied Ecology - The effects of flooding lowland wet grassland on soil macroinvertebrate prey of breeding wading birds",Ausden,Journal of Applied Ecology,Journal,10.1046/j.1365-2664.2001.00600.x,2001,Yes,Hand-sorting + Wet sieving,1,0,0,0,0,0,1,1,0,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,,Natural,Multiple site-multiple region,England; Scotland,England; Scotland,2,12,1993,1993-1995,
A122,131,"Briones et al., 2001, Soil Biology & Biogeochemistry - Spatio-temporal variation of stable isotope ratios in earthworms under grassland and maize cropping systems",Briones,Soil Biology & Biogeochemistry,Journal,10.1016/S0038-0717(01)00088-8,2001,Yes,Hand-sorting,1,0,0,0,0,0,0,1,0,0,1,,0,1,1,1,0,0,0,0,0,0,0,0,,Experimental,Single site,Devon,England,1,2,1998,1998-1999,
A121,132,"Curry et al., 2002, European Journal of Soil Biology - Intensive cultivation can drastically reduce earthworm populations in arable land",Curry,European Journal of Soil Biology,Journal,10.1016/S1164-5563(02)01132-9,2002,No,Hand-sorting,1,0,0,0,0,0,0,1,1,1,1,,1,0,1,0,0,0,0,0,0,0,0,0,,Experimental,Single site,County Kildare,Republic of Ireland,1,2,1998,1998-2000,
